property_id,city,locality,locality_tier,area_type,total_sqft,bhk,bath,balcony,age_years,distance_to_center_km,furnishing,facing,parking_spaces,rera_approved,nearby_schools,nearby_hospitals,price
P00187,Mumbai,Mumbai-Mid-3,Mid,Carpet Area,1419.0,2,3,2,8,14.6,Semi-Furnished,North,1,1,2,1,19625000.0
P00188,Mumbai,Mumbai-Premium-3,Premium,Plot Area,678.8,1,1,1,17,2.57,Fully Furnished,East,0,1,4,3,16879000.0
P00189,Hyderabad,Hyderabad-Emerging-5,Emerging,Plot Area,1197.8,2,3,2,0,25.54,Fully Furnished,East,2,1,5,3,4825000.0
P00190,Bengaluru,Bengaluru-Mid-4,Mid,Built-up Area,591.2,1,2,0,22,7.46,Fully Furnished,West,0,1,2,1,2869000.0
P00191,Bengaluru,Bengaluru-Mid-5,Mid,Built-up Area,762.2,2,1,1,3,13.18,Fully Furnished,West,2,1,0,2,4877000.0
P00192,Pune,Pune-Emerging-3,Emerging,Carpet Area,966.8,2,2,1,4,18.1,Fully Furnished,South,0,0,3,0,3959000.0
P00193,Hyderabad,Hyderabad-Emerging-4,Emerging,Plot Area,1786.0,3,4,3,13,19.49,Unfurnished,West,1,0,0,0,6323000.0
P00194,Bengaluru,Bengaluru-Premium-2,Premium,Super built-up Area,1934.2,4,4,4,10,3.34,Unfurnished,North-East,1,1,1,2,19800000.0
P00195,Hyderabad,Hyderabad-Premium-7,Premium,Plot Area,1055.4,2,3,0,4,2.0,Unfurnished,North,1,1,0,2,10167000.0
P00196,Hyderabad,Hyderabad-Emerging-1,Emerging,Super built-up Area,1124.3,2,2,2,4,14.99,Unfurnished,North,2,0,0,0,3773000.0
P00197,Pune,Pune-Emerging-8,Emerging,Plot Area,2535.1,4,4,2,10,26.71,Unfurnished,West,2,1,0,2,5750000.0
P00198,Mumbai,Mumbai-Emerging-7,Emerging,Carpet Area,1078.8,2,1,0,5,17.68,Unfurnished,West,0,1,4,0,10307000.0
P00199,Mumbai,Mumbai-Mid-6,Mid,Carpet Area,1093.6,2,3,1,14,8.85,Semi-Furnished,South,2,0,0,2,16651000.0
P00200,Pune,Pune-Mid-6,Mid,Super built-up Area,1741.1,3,2,1,15,10.96,Unfurnished,West,2,1,5,0,6868000.0
P00201,Mumbai,Mumbai-Emerging-1,Emerging,Built-up Area,1720.3,3,3,2,13,21.55,Unfurnished,North-East,2,1,5,3,13284000.0
P00202,Hyderabad,Hyderabad-Emerging-8,Emerging,Super built-up Area,971.6,2,2,2,3,19.22,Semi-Furnished,East,1,1,2,1,3207000.0
P00203,Pune,Pune-Premium-3,Premium,Super built-up Area,1701.1,3,4,0,18,3.53,Semi-Furnished,North-East,1,1,1,1,13324000.0
P00204,Bengaluru,Bengaluru-Mid-7,Mid,Plot Area,1430.4,3,4,1,4,9.58,Unfurnished,West,0,1,5,0,8810000.0
P00205,Hyderabad,Hyderabad-Mid-4,Mid,Super built-up Area,2338.4,4,5,2,0,7.5,Unfurnished,North,1,1,3,0,12483000.0
P00206,Mumbai,Mumbai-Premium-2,Premium,Super built-up Area,1881.3,3,2,0,10,5.65,Unfurnished,South-East,2,1,3,2,40786000.0
P00207,Pune,Pune-Premium-8,Premium,Built-up Area,3078.5,5,5,2,3,5.59,Unfurnished,North-East,1,0,3,0,29221000.0
P00208,Delhi,Delhi-Mid-8,Mid,Built-up Area,1476.5,3,2,2,2,6.55,Unfurnished,South,2,0,3,0,16133000.0
P00209,Hyderabad,Hyderabad-Mid-2,Mid,Built-up Area,470.5,1,1,1,11,11.97,Semi-Furnished,North-East,2,1,4,1,2593000.0
P00210,Chennai,Chennai-Premium-3,Premium,Carpet Area,984.1,2,3,0,3,1.01,Unfurnished,West,2,0,3,3,9095000.0
P00211,Hyderabad,Hyderabad-Emerging-2,Emerging,Super built-up Area,1016.5,2,1,1,17,12.19,Semi-Furnished,West,2,1,4,2,2620000.0
P00212,Mumbai,Mumbai-Mid-3,Mid,Built-up Area,925.9,2,3,0,6,11.51,Semi-Furnished,East,2,1,4,2,13369000.0
P00213,Bengaluru,Bengaluru-Emerging-6,Emerging,Super built-up Area,1852.4,3,4,2,4,15.86,Unfurnished,South,1,0,5,3,5260000.0
P00214,Mumbai,Mumbai-Mid-3,Mid,Carpet Area,1307.2,3,2,0,21,5.98,Unfurnished,South,2,1,2,3,19362000.0
P00215,Pune,Pune-Premium-5,Premium,Carpet Area,534.4,1,1,1,12,4.19,Fully Furnished,South,0,1,2,0,4682000.0
P00216,Delhi,Delhi-Emerging-4,Emerging,Built-up Area,1437.5,3,3,0,9,25.75,Semi-Furnished,East,0,1,2,0,7530000.0
P00217,Mumbai,Mumbai-Emerging-8,Emerging,Built-up Area,1703.9,3,3,2,22,26.79,Semi-Furnished,South,2,1,1,2,12899000.0
P00218,Chennai,Chennai-Premium-8,Premium,Plot Area,2682.7,4,3,3,15,2.97,Unfurnished,West,0,1,4,1,22547000.0
P00219,Mumbai,Mumbai-Emerging-2,Emerging,Plot Area,976.3,2,2,0,3,19.18,Fully Furnished,West,2,0,0,3,7398000.0
P00220,Pune,Pune-Mid-3,Mid,Plot Area,1629.5,3,2,0,6,12.81,Unfurnished,East,1,1,4,3,10597000.0
P00221,Delhi,Delhi-Emerging-7,Emerging,Super built-up Area,1897.9,4,5,0,6,18.24,Fully Furnished,South,0,0,4,3,8927000.0
P00222,Bengaluru,Bengaluru-Mid-6,Mid,Built-up Area,1222.6,2,1,2,7,7.55,Semi-Furnished,East,1,1,4,2,8432000.0
P00223,Chennai,Chennai-Mid-3,Mid,Super built-up Area,1237.0,2,3,1,1,6.93,Semi-Furnished,North-East,2,1,1,3,7548000.0
P00224,Pune,Pune-Premium-1,Premium,Carpet Area,1846.1,3,3,0,1,2.26,Fully Furnished,North,0,0,2,2,19079000.0
P00225,Mumbai,Mumbai-Emerging-6,Emerging,Built-up Area,1925.2,4,3,2,7,13.98,Unfurnished,South-East,0,0,2,1,14581000.0
P00226,Chennai,Chennai-Emerging-8,Emerging,Super built-up Area,1329.4,2,1,2,5,15.02,Fully Furnished,West,2,1,3,3,3205000.0
P00227,Delhi,Delhi-Premium-6,Premium,Carpet Area,2532.6,4,3,2,15,1.54,Unfurnished,South-East,0,1,0,3,36522000.0
P00228,Mumbai,Mumbai-Mid-2,Mid,Plot Area,1026.0,2,2,2,5,8.88,Unfurnished,West,2,1,1,3,17921000.0
P00229,Chennai,Chennai-Mid-8,Mid,Super built-up Area,1988.8,4,3,0,5,5.95,Semi-Furnished,South-East,1,1,5,2,11688000.0
P00230,Bengaluru,Bengaluru-Premium-3,Premium,Carpet Area,1058.7,2,2,2,0,4.17,Semi-Furnished,East,0,1,2,1,10671000.0
P00231,Bengaluru,Bengaluru-Premium-4,Premium,Carpet Area,1258.4,3,2,0,11,1.71,Fully Furnished,South-East,1,0,4,1,11621000.0
P00232,Mumbai,Mumbai-Mid-1,Mid,Carpet Area,1258.6,2,1,1,3,10.53,Unfurnished,South,2,1,4,1,19776000.0
P00233,Bengaluru,Bengaluru-Premium-5,Premium,Built-up Area,428.1,1,1,0,21,1.37,Fully Furnished,South,0,0,1,2,3392000.0
P00234,Bengaluru,Bengaluru-Emerging-6,Emerging,Built-up Area,1582.1,3,3,2,3,13.68,Unfurnished,North,0,1,5,2,6728000.0
P00235,Mumbai,Mumbai-Mid-6,Mid,Plot Area,659.3,1,1,1,18,9.92,Semi-Furnished,South-East,1,1,0,0,9675000.0
P00236,Mumbai,Mumbai-Mid-8,Mid,Plot Area,1111.3,2,1,0,11,5.72,Semi-Furnished,North-East,1,1,2,0,20171000.0
P00237,Bengaluru,Bengaluru-Premium-6,Premium,Plot Area,586.3,1,2,0,19,4.81,Unfurnished,North,2,1,3,0,5416000.0
P00238,Mumbai,Mumbai-Mid-8,Mid,Plot Area,596.9,1,1,0,8,13.83,Unfurnished,North-East,2,1,1,0,8204000.0
P00239,Chennai,Chennai-Mid-5,Mid,Super built-up Area,1890.0,3,2,1,22,6.16,Semi-Furnished,South,1,1,5,1,7579000.0
P00240,Pune,Pune-Mid-6,Mid,Built-up Area,1042.1,2,3,1,3,8.3,Unfurnished,East,1,0,3,0,6951000.0
P00241,Hyderabad,Hyderabad-Premium-7,Premium,Built-up Area,1553.2,3,3,3,13,5.73,Fully Furnished,West,1,1,3,2,14468000.0
P00242,Hyderabad,Hyderabad-Emerging-5,Emerging,Carpet Area,1080.4,2,2,2,6,12.45,Unfurnished,North-East,0,1,2,2,4438000.0
P00243,Hyderabad,Hyderabad-Emerging-1,Emerging,Plot Area,1794.3,3,4,3,10,16.03,Semi-Furnished,South-East,0,1,3,0,4927000.0
P00244,Delhi,Delhi-Premium-3,Premium,Carpet Area,1612.3,3,2,3,7,2.05,Unfurnished,East,1,1,5,3,28907000.0
P00245,Chennai,Chennai-Emerging-8,Emerging,Super built-up Area,1404.9,3,3,0,18,20.99,Unfurnished,West,1,1,4,0,3132000.0
P00246,Mumbai,Mumbai-Mid-1,Mid,Built-up Area,2127.6,4,5,3,6,13.22,Unfurnished,North,0,0,3,3,33254000.0
P00247,Bengaluru,Bengaluru-Emerging-8,Emerging,Super built-up Area,688.7,1,1,1,8,16.61,Semi-Furnished,East,0,1,4,3,2531000.0
P00248,Chennai,Chennai-Mid-4,Mid,Carpet Area,1740.0,3,4,1,20,14.09,Unfurnished,East,2,0,5,2,8638000.0
P00249,Pune,Pune-Emerging-6,Emerging,Plot Area,2080.7,3,3,1,7,12.04,Unfurnished,West,2,1,4,3,7528000.0
P00250,Delhi,Delhi-Emerging-4,Emerging,Plot Area,1297.0,2,2,1,24,21.07,Semi-Furnished,East,0,0,3,2,5313000.0
P00251,Mumbai,Mumbai-Emerging-8,Emerging,Plot Area,2157.5,4,5,0,1,24.25,Unfurnished,West,1,1,5,1,21748000.0
P00252,Chennai,Chennai-Premium-1,Premium,Built-up Area,2480.9,4,5,0,0,0.99,Unfurnished,North-East,1,1,1,1,27707000.0
P00253,Delhi,Delhi-Mid-8,Mid,Built-up Area,1669.1,4,4,2,10,14.98,Fully Furnished,West,1,1,0,2,10977000.0
P00254,Bengaluru,Bengaluru-Emerging-3,Emerging,Plot Area,1668.3,3,3,2,13,20.06,Fully Furnished,South,2,0,0,1,6140000.0
P00255,Pune,Pune-Mid-7,Mid,Built-up Area,1520.3,3,4,1,7,8.87,Semi-Furnished,North,0,1,3,3,10057000.0
P00256,Pune,Pune-Emerging-4,Emerging,Carpet Area,1828.7,4,3,2,18,16.68,Fully Furnished,East,0,1,2,3,5424000.0
P00257,Pune,Pune-Emerging-7,Emerging,Plot Area,2655.0,5,4,0,0,15.52,Unfurnished,South,0,1,1,0,11533000.0
P00258,Delhi,Delhi-Mid-6,Mid,Built-up Area,1716.8,3,3,2,11,6.6,Semi-Furnished,South,0,1,0,3,14604000.0
P00259,Delhi,Delhi-Mid-6,Mid,Super built-up Area,2313.5,4,3,0,5,14.65,Semi-Furnished,South,0,0,0,0,22994000.0
P00260,Bengaluru,Bengaluru-Mid-7,Mid,Super built-up Area,1200.4,2,2,0,10,12.56,Unfurnished,East,2,1,5,0,6355000.0
P00261,Hyderabad,Hyderabad-Premium-3,Premium,Carpet Area,1247.4,2,3,1,16,0.34,Fully Furnished,South,2,1,1,1,10172000.0
P00262,Delhi,Delhi-Premium-2,Premium,Built-up Area,1271.4,2,3,1,18,2.08,Unfurnished,South-East,1,1,5,0,19880000.0
P00263,Mumbai,Mumbai-Premium-6,Premium,Built-up Area,899.8,2,3,0,14,5.71,Unfurnished,South,1,1,4,2,21713000.0
P00264,Bengaluru,Bengaluru-Mid-7,Mid,Carpet Area,979.5,2,1,1,18,7.44,Unfurnished,North,0,1,1,2,5945000.0
P00265,Chennai,Chennai-Emerging-4,Emerging,Carpet Area,2300.9,4,4,3,22,25.32,Fully Furnished,West,1,1,3,2,5899000.0
P00266,Chennai,Chennai-Mid-7,Mid,Plot Area,2195.2,4,4,1,14,12.57,Semi-Furnished,West,1,1,4,3,11519000.0
P00267,Bengaluru,Bengaluru-Emerging-3,Emerging,Carpet Area,1897.9,3,3,0,0,20.17,Unfurnished,South-East,2,1,3,0,5219000.0
P00268,Hyderabad,Hyderabad-Mid-1,Mid,Built-up Area,1035.5,2,2,1,12,7.78,Fully Furnished,East,0,1,1,0,6792000.0
P00269,Chennai,Chennai-Emerging-1,Emerging,Carpet Area,1531.7,3,2,2,16,27.38,Semi-Furnished,East,1,1,3,0,3756000.0
P00270,Chennai,Chennai-Emerging-7,Emerging,Plot Area,605.2,1,1,0,8,26.85,Unfurnished,West,2,1,4,1,1984000.0
P00271,Mumbai,Mumbai-Premium-1,Premium,Built-up Area,1599.2,3,3,3,16,1.64,Unfurnished,West,0,1,0,0,31285000.0
P00272,Delhi,Delhi-Mid-6,Mid,Plot Area,2553.9,4,5,0,21,5.62,Unfurnished,North,0,1,4,3,21939000.0
P00273,Pune,Pune-Mid-7,Mid,Built-up Area,1625.5,3,3,2,7,8.28,Semi-Furnished,East,1,1,3,1,10142000.0
P00274,Bengaluru,Bengaluru-Mid-3,Mid,Plot Area,1544.4,3,3,1,8,11.43,Semi-Furnished,West,2,1,0,1,9555000.0
P00275,Pune,Pune-Mid-4,Mid,Carpet Area,1159.8,2,1,0,9,9.38,Semi-Furnished,North-East,0,1,0,1,6960000.0
P00276,Bengaluru,Bengaluru-Mid-8,Mid,Built-up Area,1519.8,3,4,1,3,7.04,Fully Furnished,West,1,1,0,3,9888000.0
P00277,Mumbai,Mumbai-Mid-1,Mid,Carpet Area,1603.4,3,4,1,7,5.39,Fully Furnished,East,0,1,5,2,30286000.0
P00278,Delhi,Delhi-Mid-5,Mid,Super built-up Area,1310.0,4,3,2,21,6.92,Semi-Furnished,South,1,1,3,2,9491000.0
P00279,Mumbai,Mumbai-Emerging-7,Emerging,Carpet Area,2006.5,3,2,1,20,18.18,Semi-Furnished,South-East,1,1,4,1,13450000.0
P00280,Delhi,Delhi-Emerging-2,Emerging,Plot Area,1025.1,2,1,1,6,25.26,Semi-Furnished,North-East,1,1,4,0,4444000.0
P00281,Pune,Pune-Mid-4,Mid,Super built-up Area,1249.3,2,3,0,8,6.86,Unfurnished,South,2,1,4,0,6181000.0
P00282,Hyderabad,Hyderabad-Mid-8,Mid,Super built-up Area,948.5,2,3,2,2,10.93,Unfurnished,North,1,1,3,0,6784000.0
P00283,Mumbai,Mumbai-Mid-6,Mid,Super built-up Area,919.5,2,1,1,1,14.54,Unfurnished,West,0,1,5,0,12220000.0
P00284,Pune,Pune-Mid-2,Mid,Super built-up Area,1543.5,3,2,2,5,8.72,Semi-Furnished,North,2,0,5,3,8264000.0
P00285,Pune,Pune-Premium-4,Premium,Built-up Area,842.6,2,3,0,21,2.04,Unfurnished,South-East,2,1,1,2,5805000.0
P00286,Pune,Pune-Mid-2,Mid,Super built-up Area,1010.3,2,1,0,24,14.3,Semi-Furnished,West,0,1,5,0,3291000.0
P00287,Bengaluru,Bengaluru-Premium-6,Premium,Carpet Area,976.3,2,3,2,6,3.91,Fully Furnished,East,1,1,4,2,11397000.0
P00288,Bengaluru,Bengaluru-Premium-5,Premium,Carpet Area,1286.7,2,2,1,1,2.65,Fully Furnished,North-East,1,1,3,0,15578000.0
P00289,Delhi,Delhi-Mid-3,Mid,Built-up Area,1526.6,3,2,2,12,13.28,Fully Furnished,North,1,0,2,3,15383000.0
P00290,Chennai,Chennai-Premium-6,Premium,Plot Area,1287.9,3,3,1,18,5.46,Semi-Furnished,West,1,1,0,0,8727000.0
P00291,Chennai,Chennai-Mid-4,Mid,Built-up Area,1419.3,3,2,1,8,12.29,Fully Furnished,South,1,1,0,0,6756000.0
P00292,Chennai,Chennai-Premium-2,Premium,Built-up Area,1418.9,3,2,0,5,3.55,Fully Furnished,East,0,1,2,2,14545000.0
P00293,Delhi,Delhi-Emerging-3,Emerging,Plot Area,708.3,1,1,1,12,17.15,Semi-Furnished,East,2,1,5,2,4055000.0
P00294,Delhi,Delhi-Mid-7,Mid,Built-up Area,1533.6,3,3,3,10,14.97,Semi-Furnished,West,2,0,3,2,11974000.0
P00295,Chennai,Chennai-Mid-6,Mid,Carpet Area,1663.1,3,2,2,1,12.09,Semi-Furnished,North-East,0,1,3,1,10059000.0
P00296,Delhi,Delhi-Premium-3,Premium,Plot Area,1809.8,3,4,0,12,2.63,Unfurnished,East,2,1,4,1,29005000.0
P00297,Bengaluru,Bengaluru-Mid-2,Mid,Super built-up Area,963.7,2,1,1,0,5.19,Semi-Furnished,South-East,2,1,1,3,6727000.0
P00298,Bengaluru,Bengaluru-Emerging-3,Emerging,Carpet Area,1967.5,3,4,2,16,23.61,Semi-Furnished,East,2,0,3,0,4482000.0
P00299,Hyderabad,Hyderabad-Premium-2,Premium,Carpet Area,1676.6,3,4,2,15,1.68,Fully Furnished,North-East,0,1,4,0,15177000.0
P00300,Mumbai,Mumbai-Premium-7,Premium,Super built-up Area,2004.3,3,2,0,17,2.69,Unfurnished,North,1,1,3,2,40457000.0
P00301,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,491.4,1,1,0,7,8.34,Fully Furnished,North-East,1,1,5,2,6912000.0
P00302,Delhi,Delhi-Emerging-3,Emerging,Super built-up Area,672.7,1,2,0,13,18.15,Semi-Furnished,West,2,0,0,1,3802000.0
P00303,Delhi,Delhi-Emerging-5,Emerging,Carpet Area,798.9,2,3,0,15,17.44,Semi-Furnished,North,2,1,5,0,3198000.0
P00304,Pune,Pune-Emerging-4,Emerging,Carpet Area,871.2,2,2,0,12,22.97,Fully Furnished,West,2,1,3,3,2573000.0
P00305,Delhi,Delhi-Emerging-4,Emerging,Carpet Area,2061.1,4,4,2,23,16.63,Unfurnished,North,1,1,0,3,9836000.0
P00306,Hyderabad,Hyderabad-Emerging-2,Emerging,Super built-up Area,1499.7,2,1,0,6,13.2,Unfurnished,South,1,1,5,2,5084000.0
P00307,Bengaluru,Bengaluru-Mid-6,Mid,Super built-up Area,2242.2,3,4,0,5,10.54,Semi-Furnished,North,1,0,1,1,12986000.0
P00308,Chennai,Chennai-Premium-7,Premium,Built-up Area,1968.9,3,2,3,18,4.95,Unfurnished,North-East,0,1,1,0,17759000.0
P00309,Mumbai,Mumbai-Emerging-6,Emerging,Built-up Area,2614.3,4,3,0,21,25.44,Unfurnished,North-East,1,0,5,0,14639000.0
P00310,Mumbai,Mumbai-Mid-1,Mid,Carpet Area,887.1,2,3,2,11,10.2,Unfurnished,North-East,1,1,2,3,14317000.0
P00311,Bengaluru,Bengaluru-Emerging-6,Emerging,Plot Area,889.1,2,3,0,18,22.55,Semi-Furnished,North-East,1,1,4,1,2881000.0
P00312,Mumbai,Mumbai-Premium-3,Premium,Plot Area,1279.9,3,2,0,10,1.17,Semi-Furnished,North-East,0,1,1,1,39573000.0
P00313,Mumbai,Mumbai-Emerging-7,Emerging,Super built-up Area,1135.9,2,1,1,13,24.16,Unfurnished,West,1,1,2,3,8529000.0
P00314,Delhi,Delhi-Emerging-2,Emerging,Built-up Area,2041.3,3,3,1,19,21.53,Fully Furnished,North-East,0,1,3,0,10482000.0
P00315,Chennai,Chennai-Premium-6,Premium,Plot Area,1121.7,2,1,0,16,1.83,Unfurnished,East,1,1,3,0,7681000.0
P00316,Pune,Pune-Premium-2,Premium,Built-up Area,661.9,1,2,1,2,3.46,Unfurnished,South,0,1,2,0,7656000.0
P00317,Bengaluru,Bengaluru-Emerging-3,Emerging,Built-up Area,1615.0,4,5,1,12,20.88,Fully Furnished,West,1,1,1,2,3667000.0
P00318,Bengaluru,Bengaluru-Premium-3,Premium,Built-up Area,1358.4,3,4,1,16,1.96,Unfurnished,West,0,1,5,3,14761000.0
P00319,Hyderabad,Hyderabad-Emerging-2,Emerging,Plot Area,1122.2,2,3,1,2,20.58,Fully Furnished,East,1,1,5,3,3309000.0
P00320,Chennai,Chennai-Emerging-2,Emerging,Plot Area,1134.4,2,3,0,19,20.4,Unfurnished,North,0,1,5,1,2761000.0
P00321,Mumbai,Mumbai-Emerging-4,Emerging,Built-up Area,1638.0,3,4,2,19,14.09,Unfurnished,East,2,1,4,2,11839000.0
P00322,Chennai,Chennai-Emerging-5,Emerging,Built-up Area,1320.4,2,2,1,21,24.21,Unfurnished,South-East,2,0,2,2,2871000.0
P00323,Mumbai,Mumbai-Emerging-5,Emerging,Built-up Area,1452.7,3,4,3,15,22.46,Unfurnished,North,1,0,4,0,10679000.0
P00324,Mumbai,Mumbai-Premium-3,Premium,Built-up Area,531.6,1,1,0,13,5.88,Unfurnished,South,0,1,1,0,10843000.0
P00325,Delhi,Delhi-Mid-6,Mid,Plot Area,1510.1,3,3,0,9,14.9,Fully Furnished,North,0,1,5,3,11800000.0
P00326,Bengaluru,Bengaluru-Mid-1,Mid,Built-up Area,1778.5,3,4,0,17,13.49,Unfurnished,South-East,1,1,4,2,7581000.0
P00327,Pune,Pune-Emerging-7,Emerging,Carpet Area,2918.7,5,4,3,10,22.3,Semi-Furnished,South-East,2,1,2,0,9581000.0
P00328,Mumbai,Mumbai-Mid-8,Mid,Carpet Area,964.2,2,2,1,8,14.87,Unfurnished,South-East,2,1,4,0,14107000.0
P00329,Mumbai,Mumbai-Emerging-8,Emerging,Built-up Area,883.7,2,3,0,13,14.18,Semi-Furnished,South,0,0,4,2,7417000.0
P00330,Hyderabad,Hyderabad-Premium-8,Premium,Built-up Area,1775.1,3,3,0,4,1.64,Unfurnished,North-East,1,1,5,1,16405000.0
P00331,Mumbai,Mumbai-Premium-6,Premium,Super built-up Area,859.7,2,1,1,10,1.64,Unfurnished,North-East,0,1,1,3,26977000.0
P00332,Pune,Pune-Premium-7,Premium,Super built-up Area,1126.0,2,2,2,2,3.45,Fully Furnished,East,1,1,2,2,10040000.0
P00333,Mumbai,Mumbai-Emerging-4,Emerging,Built-up Area,1159.0,2,3,0,21,22.56,Unfurnished,North-East,0,0,4,3,5427000.0
P00334,Hyderabad,Hyderabad-Emerging-1,Emerging,Plot Area,1751.0,3,3,3,19,19.55,Fully Furnished,East,1,1,2,1,3818000.0
P00335,Bengaluru,Bengaluru-Mid-4,Mid,Built-up Area,1861.5,3,4,1,21,6.34,Unfurnished,East,0,1,2,3,10100000.0
P00336,Delhi,Delhi-Mid-2,Mid,Plot Area,2376.5,4,5,1,10,10.07,Semi-Furnished,North-East,0,1,4,0,20246000.0
P00337,Chennai,Chennai-Emerging-3,Emerging,Carpet Area,1393.2,2,1,0,10,17.49,Semi-Furnished,North-East,2,1,2,0,3272000.0
P00338,Bengaluru,Bengaluru-Premium-6,Premium,Super built-up Area,1129.8,2,2,0,5,2.66,Unfurnished,South-East,0,1,0,1,11365000.0
P00339,Bengaluru,Bengaluru-Emerging-4,Emerging,Carpet Area,1595.9,3,3,0,22,20.03,Semi-Furnished,North,1,1,3,2,3942000.0
P00340,Mumbai,Mumbai-Premium-5,Premium,Built-up Area,1551.2,3,3,0,0,0.04,Unfurnished,North-East,0,1,3,1,38892000.0
P00341,Pune,Pune-Emerging-8,Emerging,Plot Area,1952.0,3,2,1,17,14.19,Unfurnished,North-East,0,0,3,1,6493000.0
P00342,Bengaluru,Bengaluru-Premium-2,Premium,Super built-up Area,2043.4,3,3,1,3,0.28,Semi-Furnished,North,1,1,2,1,21267000.0
P00343,Delhi,Delhi-Mid-5,Mid,Super built-up Area,1642.6,3,3,1,0,7.36,Semi-Furnished,East,2,1,2,2,19367000.0
P00344,Delhi,Delhi-Mid-6,Mid,Carpet Area,1004.0,2,3,2,19,10.94,Semi-Furnished,South,0,0,5,0,7333000.0
P00345,Delhi,Delhi-Premium-1,Premium,Built-up Area,1070.5,2,2,0,17,2.37,Semi-Furnished,East,0,1,0,0,14941000.0
P00346,Delhi,Delhi-Emerging-6,Emerging,Plot Area,1029.0,2,2,1,17,12.37,Fully Furnished,South,0,1,5,2,4830000.0
P00347,Hyderabad,Hyderabad-Mid-1,Mid,Super built-up Area,1253.6,2,2,1,13,11.96,Semi-Furnished,North-East,0,1,1,1,6563000.0
P00348,Hyderabad,Hyderabad-Premium-3,Premium,Carpet Area,1961.4,3,4,3,3,0.65,Fully Furnished,South,0,1,2,1,21853000.0
P00349,Pune,Pune-Mid-3,Mid,Carpet Area,1332.3,3,3,3,17,9.99,Fully Furnished,North,2,1,2,3,6342000.0
P00350,Pune,Pune-Mid-1,Mid,Carpet Area,646.3,2,1,1,22,8.24,Fully Furnished,North,1,1,3,0,3652000.0
P00351,Chennai,Chennai-Emerging-3,Emerging,Plot Area,1459.4,3,3,1,8,16.59,Semi-Furnished,South,0,1,3,0,4796000.0
P00352,Chennai,Chennai-Emerging-3,Emerging,Plot Area,1706.7,3,3,0,6,27.74,Semi-Furnished,East,2,1,3,2,5098000.0
P00353,Pune,Pune-Emerging-2,Emerging,Carpet Area,877.3,2,3,0,10,15.89,Unfurnished,North-East,0,1,3,0,2822000.0
P00354,Bengaluru,Bengaluru-Premium-2,Premium,Plot Area,1282.2,2,2,1,14,0.42,Semi-Furnished,East,1,1,3,0,13349000.0
P00355,Chennai,Chennai-Emerging-7,Emerging,Built-up Area,1725.0,4,5,0,6,17.32,Fully Furnished,South,0,1,2,3,5142000.0
P00356,Bengaluru,Bengaluru-Mid-6,Mid,Built-up Area,1373.5,3,4,1,24,11.15,Semi-Furnished,West,0,1,3,1,5600000.0
P00357,Pune,Pune-Mid-7,Mid,Super built-up Area,1679.5,3,3,2,1,12.26,Semi-Furnished,North-East,1,1,5,1,8551000.0
P00358,Pune,Pune-Emerging-8,Emerging,Built-up Area,2219.2,4,3,3,19,17.15,Unfurnished,South-East,2,1,4,2,6102000.0
P00359,Bengaluru,Bengaluru-Premium-5,Premium,Super built-up Area,1643.6,4,5,3,3,0.9,Unfurnished,North,2,1,4,3,17731000.0
P00360,Hyderabad,Hyderabad-Emerging-2,Emerging,Carpet Area,1154.7,2,3,0,13,16.39,Semi-Furnished,West,0,1,4,0,3520000.0
P00361,Hyderabad,Hyderabad-Premium-3,Premium,Built-up Area,2261.8,4,3,1,9,3.02,Semi-Furnished,South-East,1,0,3,0,21002000.0
P00362,Delhi,Delhi-Premium-4,Premium,Built-up Area,1143.2,2,2,1,10,0.31,Semi-Furnished,South-East,1,0,4,1,20656000.0
P00363,Chennai,Chennai-Emerging-4,Emerging,Plot Area,1093.9,2,1,1,0,22.3,Semi-Furnished,North-East,0,1,5,2,4047000.0
P00364,Chennai,Chennai-Mid-7,Mid,Super built-up Area,1178.9,2,3,2,8,11.12,Unfurnished,North,2,1,4,3,6390000.0
P00365,Hyderabad,Hyderabad-Mid-1,Mid,Plot Area,1570.1,3,2,2,19,5.42,Fully Furnished,West,2,1,5,0,7123000.0
P00366,Pune,Pune-Mid-2,Mid,Super built-up Area,2220.9,4,3,0,21,13.43,Unfurnished,North-East,2,1,1,3,10911000.0
P00367,Mumbai,Mumbai-Mid-8,Mid,Built-up Area,2195.0,4,3,0,24,7.17,Unfurnished,West,1,1,0,1,23794000.0
P00368,Hyderabad,Hyderabad-Emerging-8,Emerging,Built-up Area,990.7,2,1,2,12,23.94,Semi-Furnished,South-East,1,0,5,0,2161000.0
P00369,Chennai,Chennai-Premium-2,Premium,Plot Area,1103.9,2,3,1,11,2.31,Unfurnished,North,2,1,4,2,7533000.0
P00370,Delhi,Delhi-Mid-8,Mid,Carpet Area,1560.7,3,2,2,2,14.74,Semi-Furnished,South,1,1,4,0,15790000.0
P00371,Hyderabad,Hyderabad-Mid-2,Mid,Super built-up Area,1102.7,2,2,2,3,5.73,Fully Furnished,North-East,2,1,3,1,6332000.0
P00372,Bengaluru,Bengaluru-Premium-4,Premium,Super built-up Area,1410.8,2,2,1,21,0.62,Unfurnished,North,0,1,0,0,13120000.0
